Img name,Layer2 In,Layer2 Out,Layer5 In,Layer5 Out,Layer8 In,Layer8 Out,Layer11 In,Layer11 Out
5270,0.412,0.395,0.124,0.2,0.146,0.186,2.928,2.451
5271,0.242,0.401,0.112,0.162,0.06,0.163,1.798,2.9
5273,0.312,0.309,0.182,0.193,0.133,0.226,4.213,3.629
5276,0.325,0.356,0.095,0.142,0.082,0.166,1.443,3.891
5277,0.528,0.274,0.111,0.209,0.123,0.223,3.226,3.499
5278,0.339,0.38,0.177,0.147,0.135,0.126,3.16,2.627
5279,0.334,0.366,0.149,0.175,0.132,0.134,3.354,3.298
5281,0.362,0.265,0.094,0.203,0.084,0.161,2.673,1.858
5282,0.205,0.388,0.119,0.167,0.161,0.134,5.175,3.143
5283,0.31,0.416,0.164,0.104,0.143,0.125,3.113,3.212
5284,0.364,0.358,0.185,0.118,0.21,0.145,4.12,3.238
5285,0.408,0.308,0.149,0.145,0.153,0.203,3.23,3.834
5288,0.525,0.291,0.169,0.146,0.168,0.143,5.232,4.027
5289,0.453,0.331,0.15,0.144,0.197,0.174,3.469,3.701
5291,0.417,0.351,0.157,0.141,0.131,0.163,2.944,3.441
5292,0.165,0.247,0.16,0.147,0.181,0.203,3.272,2.865
5295,0.349,0.385,0.15,0.162,0.158,0.205,3.203,3.245
5297,0.272,0.401,0.132,0.19,0.107,0.204,2.335,3.485
5298,0.242,0.384,0.119,0.076,0.175,0.138,5.655,4.597
53,0.336,0.292,0.12,0.164,0.096,0.196,2.356,3.577
5300,0.371,0.338,0.176,0.162,0.14,0.223,2.815,3.278
5302,0.283,0.417,0.138,0.162,0.143,0.17,3.44,1.996
5303,0.516,0.273,0.121,0.168,0.086,0.188,2.997,2.229
5305,0.401,0.287,0.192,0.118,0.162,0.116,5.027,2.295
5306,0.234,0.386,0.199,0.12,0.118,0.172,3.443,2.84
5307,0.461,0.337,0.1,0.147,0.164,0.178,4.978,3.114
5309,0.342,0.329,0.128,0.152,0.133,0.179,4.061,3.304
531,0.341,0.373,0.135,0.21,0.132,0.207,3.685,4.629
5310,0.315,0.398,0.196,0.125,0.124,0.197,3.983,3.841
5311,0.298,0.32,0.163,0.115,0.16,0.157,2.157,2.753
5312,0.334,0.355,0.162,0.162,0.122,0.202,4.096,3.958
5313,0.37,0.283,0.151,0.179,0.117,0.16,2.965,2.345
5314,0.37,0.318,0.136,0.194,0.084,0.209,2.068,4.716
5315,0.477,0.308,0.171,0.155,0.109,0.177,3.312,3.953
5316,0.256,0.396,0.156,0.109,0.183,0.161,4.929,2.749
5317,0.449,0.333,0.126,0.114,0.167,0.145,2.834,2.669
5318,0.316,0.284,0.14,0.144,0.135,0.151,3.601,2.789
5319,0.266,0.458,0.13,0.169,0.143,0.148,3.365,2.918
532,0.356,0.253,0.172,0.166,0.15,0.158,4.321,1.571
5320,0.405,0.299,0.151,0.155,0.143,0.172,2.822,3.974
5321,0.243,0.35,0.145,0.166,0.062,0.145,3.768,2.961
5323,0.478,0.254,0.125,0.169,0.121,0.209,2.461,4.478
5324,0.413,0.327,0.178,0.087,0.156,0.16,3.545,3.567
5325,0.296,0.37,0.157,0.216,0.152,0.21,2.922,2.77
5326,0.434,0.303,0.143,0.212,0.114,0.208,2.777,3.061
5327,0.286,0.318,0.159,0.149,0.178,0.167,4.34,2.954
5329,0.48,0.314,0.146,0.153,0.143,0.176,2.554,2.978
5330,0.311,0.339,0.129,0.135,0.159,0.156,3.489,2.136
5331,0.283,0.427,0.127,0.136,0.136,0.109,4.985,4.313
5332,0.41,0.284,0.122,0.194,0.107,0.238,3.319,4.07
5333,0.213,0.393,0.113,0.16,0.075,0.156,1.362,3.144
5334,0.393,0.29,0.134,0.191,0.097,0.177,2.23,3.949
5335,0.41,0.344,0.141,0.141,0.134,0.179,3.02,2.996
5336,0.557,0.298,0.177,0.143,0.155,0.133,3.72,3.136
5338,0.305,0.375,0.162,0.133,0.139,0.192,4.894,3.877
5340,0.295,0.347,0.161,0.115,0.143,0.161,4.194,2.284
5341,0.271,0.378,0.186,0.164,0.181,0.145,3.643,3.141
5343,0.334,0.492,0.139,0.168,0.156,0.208,4.033,2.809
5344,0.287,0.365,0.112,0.181,0.109,0.139,2.584,2.887
5345,0.339,0.257,0.106,0.193,0.105,0.235,3.818,4.095
5346,0.237,0.432,0.175,0.128,0.137,0.176,3.531,2.647
5347,0.388,0.289,0.115,0.176,0.131,0.199,3.444,3.831
5349,0.251,0.19,0.13,0.216,0.129,0.167,2.641,1.696
5350,0.32,0.502,0.151,0.177,0.118,0.277,2.913,3.575
5352,0.236,0.376,0.151,0.129,0.198,0.154,5.038,4.005
5356,0.338,0.371,0.071,0.154,0.074,0.192,1.464,4.086
5357,0.248,0.432,0.159,0.133,0.169,0.132,2.813,4.119
5358,0.473,0.331,0.15,0.14,0.126,0.146,3.165,2.45
5359,0.263,0.435,0.094,0.177,0.114,0.161,3.621,3.828
536,0.349,0.254,0.147,0.186,0.137,0.203,3.175,4.6
5360,0.387,0.335,0.199,0.128,0.229,0.137,3.497,3.278
5362,0.292,0.135,0.265,0.191,0.272,0.147,4.708,2.777
5364,0.253,0.26,0.219,0.106,0.194,0.133,3.927,2.939
5365,0.464,0.31,0.159,0.168,0.158,0.133,3.026,3.437
5366,0.383,0.39,0.181,0.114,0.195,0.131,4.304,2.654
5367,0.35,0.351,0.222,0.131,0.273,0.14,4.044,2.983
5369,0.402,0.277,0.168,0.08,0.135,0.091,3.89,0.727
5370,0.583,0.355,0.111,0.156,0.235,0.16,3.46,2.621
5371,0.331,0.378,0.156,0.186,0.095,0.151,3.088,2.551
5372,0.53,0.3,0.155,0.137,0.198,0.13,3.496,2.965
5373,0.362,0.401,0.175,0.135,0.16,0.271,2.151,3.74
5374,0.286,0.443,0.147,0.178,0.133,0.174,3.753,2.268
5375,0.528,0.243,0.051,0.136,0.08,0.186,4.415,4.576
5376,0.355,0.291,0.175,0.133,0.169,0.171,3.282,2.822
5377,0.323,0.375,0.175,0.103,0.158,0.184,4.512,2.259
5378,0.361,0.356,0.14,0.155,0.158,0.171,3.673,3.117
5379,0.322,0.396,0.19,0.126,0.155,0.128,3.906,3.256
538,0.39,0.239,0.129,0.167,0.124,0.172,2.97,4.059
5380,0.327,0.208,0.135,0.181,0.149,0.217,4.379,3.051
5381,0.446,0.324,0.184,0.127,0.131,0.178,3.778,3.107
5383,0.284,0.45,0.144,0.14,0.122,0.175,3.154,1.942
5385,0.509,0.33,0.154,0.157,0.089,0.154,3.623,3.44
5387,0.532,0.309,0.184,0.176,0.237,0.158,4.704,2.72
5389,0.618,0.347,0.078,0.142,0.079,0.169,1.812,4.226
539,0.336,0.248,0.149,0.194,0.105,0.182,3.661,2.179
5390,0.3,0.313,0.127,0.125,0.197,0.163,3.443,3.145
5392,0.372,0.406,0.143,0.175,0.122,0.163,3.741,2.57
5393,0.287,0.184,0.155,0.16,0.133,0.183,3.408,3.691
5394,0.326,0.303,0.132,0.157,0.06,0.168,2.044,3.243
5395,0.412,0.376,0.157,0.165,0.099,0.131,2.855,3.131
5396,0.335,0.367,0.14,0.138,0.109,0.155,2.758,3.923
5397,0.238,0.202,0.201,0.095,0.205,0.15,2.941,2.895
5398,0.563,0.34,0.065,0.169,0.089,0.168,2.59,3.92
5399,0.29,0.382,0.129,0.155,0.137,0.173,5.05,3.389
540,0.353,0.326,0.162,0.114,0.136,0.18,3.387,1.907
5400,0.193,0.181,0.176,0.2,0.151,0.213,2.227,2.83
5402,0.401,0.263,0.127,0.228,0.082,0.192,2.446,3.469
5403,0.439,0.284,0.129,0.166,0.098,0.188,3.247,2.656
5404,0.375,0.38,0.119,0.16,0.09,0.198,3.001,3.301
5409,0.351,0.392,0.11,0.182,0.137,0.123,3.416,2.712
541,0.374,0.333,0.159,0.102,0.163,0.112,4.447,1.827
5411,0.329,0.377,0.14,0.132,0.19,0.114,4.712,2.706
5414,0.206,0.36,0.2,0.166,0.102,0.153,3.73,2.667
5416,0.326,0.278,0.227,0.129,0.157,0.156,4.741,3.628
5417,0.406,0.24,0.105,0.188,0.105,0.204,2.461,3.437
5418,0.41,0.236,0.167,0.148,0.125,0.169,2.757,2.85
5419,0.226,0.489,0.157,0.194,0.109,0.187,2.478,2.829
5420,0.313,0.226,0.143,0.233,0.175,0.173,4.183,2.659
5421,0.408,0.359,0.171,0.093,0.211,0.104,4.798,2.57
5425,0.351,0.344,0.14,0.187,0.105,0.179,2.607,3.412
5426,0.532,0.345,0.158,0.147,0.151,0.166,5.371,3.731
5429,0.335,0.35,0.2,0.099,0.16,0.183,4.537,3.89
543,0.374,0.308,0.149,0.142,0.196,0.13,5.266,2.852
5430,0.314,0.38,0.14,0.154,0.122,0.242,3.654,4.093
5432,0.28,0.337,0.223,0.114,0.188,0.144,4.961,4.138
5433,0.344,0.307,0.132,0.143,0.148,0.141,3.094,2.079
5435,0.308,0.444,0.121,0.126,0.19,0.119,3.381,3.078
5437,0.243,0.204,0.168,0.165,0.149,0.168,2.635,2.466
5438,0.342,0.256,0.158,0.183,0.284,0.167,4.763,2.717
5440,0.44,0.339,0.204,0.152,0.234,0.162,3.653,3.094
5442,0.339,0.396,0.129,0.175,0.158,0.161,3.585,3.562
550,0.38,0.276,0.144,0.058,0.16,0.068,3.364,0.582
552,0.355,0.261,0.172,0.141,0.137,0.132,3.802,2.26
553,0.37,0.322,0.133,0.142,0.145,0.123,3.98,3.082
555,0.313,0.46,0.17,0.19,0.137,0.178,3.607,1.765
556,0.342,0.543,0.171,0.168,0.153,0.125,2.077,1.994
557,0.325,0.289,0.129,0.236,0.137,0.166,1.586,1.911
558,0.409,0.337,0.17,0.092,0.15,0.114,3.039,2.349
559,0.329,0.412,0.134,0.159,0.123,0.195,3.47,4.487
56,0.297,0.275,0.143,0.177,0.114,0.171,1.904,3.557
562,0.254,0.207,0.135,0.138,0.174,0.179,4.347,2.951
565,0.39,0.235,0.126,0.154,0.135,0.206,2.946,3.769
566,0.39,0.309,0.171,0.126,0.143,0.141,3.892,2.062
567,0.323,0.354,0.14,0.152,0.118,0.197,3.213,3.39
569,0.323,0.345,0.152,0.138,0.155,0.097,4.219,3.174
57,0.311,0.323,0.151,0.173,0.158,0.161,2.323,2.77
573,0.331,0.365,0.164,0.113,0.146,0.142,4.274,1.773
575,0.287,0.237,0.14,0.123,0.129,0.188,3.699,3.995
576,0.315,0.216,0.126,0.164,0.12,0.25,3.092,3.359
577,0.303,0.355,0.115,0.177,0.129,0.163,3.85,2.398
578,0.394,0.426,0.136,0.117,0.137,0.137,3.171,2.931
581,0.414,0.245,0.121,0.109,0.128,0.179,3.459,3.286
583,0.298,0.426,0.152,0.196,0.161,0.164,3.572,2.128
589,0.401,0.314,0.151,0.167,0.127,0.198,3.344,4.937
59,0.359,0.342,0.19,0.164,0.21,0.148,5.305,3.11
590,0.285,0.473,0.139,0.158,0.138,0.148,3.13,2.127
593,0.337,0.351,0.157,0.132,0.159,0.226,4.158,3.06
594,0.364,0.323,0.165,0.091,0.195,0.124,3.499,2.18
596,0.392,0.27,0.131,0.166,0.154,0.177,3.958,3.689
597,0.334,0.376,0.15,0.156,0.155,0.149,1.445,3.217
598,0.374,0.354,0.147,0.145,0.129,0.179,3.819,3.994
599,0.312,0.398,0.154,0.123,0.18,0.139,5.462,3.982
6,0.385,0.338,0.142,0.115,0.162,0.252,3.291,4.271
607,0.319,0.469,0.153,0.169,0.17,0.122,3.772,2.43
608,0.405,0.307,0.141,0.188,0.137,0.17,3.241,3.334
61,0.408,0.311,0.132,0.183,0.136,0.193,2.954,4.796
616,0.318,0.363,0.139,0.12,0.165,0.119,4.691,2.617
618,0.347,0.246,0.154,0.158,0.144,0.152,3.276,2.579
622,0.299,0.37,0.133,0.099,0.121,0.214,2.892,4.729
623,0.334,0.402,0.137,0.099,0.122,0.217,3.235,5.072
625,0.353,0.353,0.143,0.191,0.138,0.158,3.578,3.377
627,0.357,0.372,0.176,0.099,0.15,0.152,3.882,2.355
629,0.397,0.27,0.132,0.142,0.143,0.163,3.834,3.6
632,0.234,0.295,0.167,0.124,0.155,0.168,3.572,1.856
633,0.412,0.349,0.196,0.12,0.175,0.107,4.102,2.115
634,0.221,0.394,0.201,0.164,0.193,0.159,4.062,3.885
637,0.422,0.23,0.134,0.224,0.113,0.222,3.561,4.933
64,0.393,0.333,0.126,0.192,0.125,0.207,3.214,4.504
640,0.302,0.332,0.164,0.138,0.191,0.135,4.448,2.591
641,0.385,0.293,0.156,0.181,0.12,0.161,3.438,3.794
646,0.364,0.264,0.166,0.059,0.141,0.125,4.046,0.91
647,0.394,0.319,0.198,0.071,0.134,0.087,3.912,1.068
649,0.358,0.327,0.167,0.089,0.151,0.189,5.232,3.127
65,0.262,0.322,0.136,0.158,0.185,0.155,4.056,3.105
650,0.414,0.267,0.126,0.161,0.107,0.195,4.652,4.744
653,0.185,0.277,0.183,0.084,0.143,0.114,2.357,1.548
654,0.325,0.316,0.175,0.065,0.187,0.099,3.347,0.895
655,0.364,0.308,0.191,0.102,0.179,0.11,3.976,1.492
656,0.4,0.356,0.154,0.111,0.16,0.159,4.217,2.108
663,0.334,0.438,0.149,0.158,0.147,0.315,3.62,4.031
664,0.363,0.495,0.149,0.179,0.134,0.197,3.141,2.621
665,0.341,0.311,0.15,0.09,0.126,0.268,3.596,3.688
666,0.326,0.536,0.159,0.125,0.172,0.139,3.302,1.542
67,0.422,0.248,0.119,0.212,0.1,0.262,3.092,2.952
671,0.28,0.577,0.171,0.094,0.186,0.086,3.138,1.082
674,0.367,0.425,0.147,0.149,0.129,0.079,4.054,3.688
675,0.374,0.408,0.142,0.169,0.151,0.141,3.808,2.287
676,0.346,0.349,0.142,0.124,0.179,0.127,5.059,3.751
678,0.376,0.333,0.142,0.086,0.164,0.3,4.121,4.49
679,0.385,0.288,0.141,0.113,0.165,0.139,3.355,2.536
680,0.33,0.275,0.134,0.162,0.156,0.174,4.583,3.195
682,0.318,0.283,0.181,0.145,0.151,0.131,4.428,2.758
683,0.394,0.223,0.153,0.125,0.129,0.198,4.06,3.562
684,0.401,0.276,0.155,0.139,0.141,0.201,3.832,3.075
685,0.32,0.289,0.156,0.103,0.129,0.277,3.869,5.008
686,0.301,0.48,0.158,0.164,0.146,0.183,3.313,1.54
687,0.373,0.32,0.145,0.108,0.146,0.147,4.187,4.134
692,0.312,0.394,0.135,0.159,0.158,0.155,4.145,3.38
693,0.383,0.35,0.15,0.107,0.168,0.102,2.755,2.731
695,0.281,0.307,0.15,0.146,0.14,0.182,5.035,3.386
697,0.314,0.321,0.125,0.107,0.138,0.201,4.033,4.316
698,0.295,0.335,0.148,0.121,0.172,0.169,4.389,3.303
7,0.28,0.262,0.134,0.088,0.185,0.195,2.962,3.828
70,0.413,0.353,0.15,0.077,0.224,0.132,3.288,2.376
700,0.334,0.364,0.145,0.177,0.128,0.176,2.268,3.821
701,0.313,0.291,0.145,0.139,0.168,0.249,4.106,4.661
703,0.337,0.261,0.128,0.117,0.222,0.169,5.169,3.003
704,0.367,0.361,0.164,0.131,0.204,0.147,4.99,3.493
706,0.424,0.263,0.17,0.152,0.151,0.149,4.102,2.641
707,0.311,0.497,0.174,0.088,0.176,0.108,3.212,1.494
713,0.469,0.289,0.12,0.179,0.113,0.157,3.942,3.886
718,0.357,0.493,0.16,0.1,0.172,0.137,3.07,1.306
719,0.372,0.319,0.134,0.165,0.161,0.224,3.964,3.461
720,0.278,0.477,0.114,0.059,0.126,0.149,4.048,2.767
723,0.352,0.218,0.134,0.18,0.125,0.265,3.69,3.483
724,0.284,0.376,0.145,0.123,0.166,0.188,4.573,3.357
725,0.349,0.224,0.152,0.141,0.145,0.198,4.325,3.053
726,0.338,0.634,0.162,0.087,0.122,0.108,2.478,1.126
727,0.345,0.342,0.163,0.07,0.128,0.235,3.716,3.801
730,0.39,0.271,0.147,0.097,0.165,0.222,3.637,3.046
733,0.339,0.369,0.134,0.228,0.142,0.258,3.609,3.728
736,0.355,0.355,0.159,0.15,0.136,0.224,4.159,3.699
740,0.336,0.353,0.152,0.134,0.145,0.245,3.555,2.693
743,0.376,0.23,0.144,0.149,0.149,0.244,4.774,3.599
744,0.311,0.563,0.157,0.176,0.141,0.164,3.211,1.11
745,0.365,0.185,0.162,0.178,0.168,0.143,4.198,3.426
746,0.286,0.357,0.17,0.146,0.211,0.155,4.104,2.545
747,0.315,0.26,0.173,0.144,0.135,0.153,3.908,4.168
749,0.383,0.426,0.156,0.158,0.166,0.131,2.815,2.393
753,0.316,0.259,0.16,0.153,0.118,0.203,4.004,3.109
765,0.304,0.355,0.185,0.123,0.181,0.098,3.836,0.946
772,0.365,0.352,0.134,0.093,0.147,0.177,3.304,2.814
776,0.314,0.372,0.146,0.21,0.15,0.225,4.12,4.534
778,0.404,0.263,0.15,0.148,0.159,0.194,3.724,3.094
78,0.383,0.296,0.099,0.226,0.123,0.187,3.386,3.014
785,0.328,0.377,0.204,0.145,0.157,0.179,2.934,1.873
788,0.35,0.296,0.147,0.207,0.133,0.186,2.922,3.893
790,0.341,0.37,0.162,0.089,0.17,0.077,4.134,1.355
791,0.354,0.33,0.127,0.226,0.111,0.172,3.723,4.314
794,0.365,0.408,0.141,0.284,0.12,0.173,2.556,2.612
797,0.35,0.428,0.125,0.234,0.15,0.208,3.844,2.335
798,0.375,0.294,0.144,0.5,0.119,0.234,3.469,3.997
799,0.368,0.398,0.133,0.266,0.152,0.217,4.02,3.486
8,0.427,0.336,0.229,0.148,0.227,0.137,4.408,4.279
801,0.344,0.513,0.132,0.188,0.125,0.204,4.517,3.288
802,0.29,0.362,0.174,0.172,0.143,0.17,2.805,2.071
805,0.336,0.322,0.15,0.14,0.113,0.247,3.276,3.811
81,0.273,0.395,0.164,0.179,0.126,0.152,2.425,3.526
810,0.382,0.393,0.139,0.065,0.158,0.154,3.516,3.272
811,0.336,0.367,0.147,0.3,0.134,0.303,3.366,3.781
812,0.288,0.489,0.171,0.171,0.125,0.158,2.265,1.704
813,0.355,0.405,0.147,0.13,0.117,0.16,2.541,2.08
817,0.478,0.266,0.139,0.132,0.117,0.171,3.761,3.45
818,0.229,0.37,0.137,0.194,0.161,0.174,3.19,1.902
819,0.288,0.312,0.174,0.115,0.156,0.151,4.367,2.439
823,0.338,0.419,0.147,0.15,0.114,0.124,2.705,2.658
826,0.341,0.254,0.172,0.049,0.138,0.103,3.358,0.761
827,0.286,0.291,0.169,0.046,0.2,0.069,4.276,3.689
828,0.428,0.251,0.114,0.189,0.11,0.179,2.355,3.751
829,0.355,0.261,0.144,0.096,0.151,0.177,2.819,2.639
83,0.313,0.315,0.125,0.149,0.126,0.222,5.442,4.201
831,0.361,0.303,0.157,0.223,0.137,0.24,2.421,3.158
832,0.371,0.26,0.134,0.124,0.181,0.151,3.928,2.689
833,0.342,0.093,0.154,0.115,0.145,0.12,3.03,1.041
834,0.331,0.442,0.165,0.211,0.173,0.177,3.896,1.668
835,0.336,0.236,0.165,0.137,0.143,0.186,2.648,4.746
836,0.375,0.313,0.169,0.1,0.185,0.084,3.484,1.035
837,0.359,0.186,0.141,0.127,0.122,0.182,3.538,3.492
838,0.352,0.395,0.147,0.252,0.122,0.374,3.011,4.635
839,0.299,0.487,0.154,0.157,0.178,0.166,3.176,1.588
84,0.396,0.349,0.173,0.114,0.202,0.172,4.091,3.98
840,0.396,0.274,0.168,0.161,0.115,0.195,3.227,3.304
842,0.421,0.232,0.147,0.178,0.108,0.159,3.505,3.846
843,0.372,0.279,0.136,0.088,0.152,0.165,4.457,3.249
845,0.316,0.337,0.187,0.063,0.191,0.064,3.875,1.274
847,0.275,0.251,0.14,0.176,0.13,0.191,4.086,3.604
848,0.246,0.387,0.129,0.166,0.132,0.15,3.244,2.459
854,0.308,0.406,0.134,0.167,0.122,0.19,3.944,2.139
855,0.373,0.329,0.134,0.111,0.165,0.251,3.658,3.281
858,0.363,0.355,0.152,0.109,0.144,0.181,4.244,3.216
859,0.372,0.432,0.19,0.179,0.165,0.133,3.956,1.99
86,0.255,0.356,0.155,0.137,0.263,0.183,5.544,3.167
860,0.334,0.368,0.169,0.148,0.155,0.166,3.735,3.861
862,0.295,0.424,0.15,0.146,0.165,0.147,3.64,1.745
868,0.259,0.322,0.156,0.138,0.177,0.187,4.243,2.381
870,0.269,0.425,0.144,0.169,0.142,0.181,3.314,1.832
871,0.351,0.18,0.132,0.185,0.128,0.218,2.657,4.45
874,0.419,0.382,0.112,0.198,0.099,0.196,2.117,2.863
877,0.353,0.28,0.153,0.219,0.134,0.266,3.647,4.81
878,0.446,0.193,0.171,0.165,0.177,0.188,4.821,3.789
879,0.343,0.355,0.14,0.16,0.174,0.163,3.205,3.004
882,0.341,0.142,0.166,0.164,0.152,0.162,3.351,4.017
884,0.37,0.242,0.17,0.216,0.128,0.236,2.496,3.657
885,0.413,0.178,0.154,0.175,0.147,0.186,3.357,3.97
888,0.348,0.266,0.133,0.162,0.12,0.26,3.382,3.965
889,0.288,0.422,0.13,0.15,0.181,0.17,3.456,2.25
890,0.33,0.378,0.176,0.11,0.19,0.139,4.489,2.491
894,0.356,0.312,0.169,0.12,0.148,0.206,5.38,3.368
895,0.368,0.318,0.159,0.129,0.205,0.158,5.017,4.024
897,0.224,0.319,0.165,0.111,0.189,0.094,4.112,1.475
899,0.325,0.254,0.141,0.18,0.128,0.259,3.038,4.852
90,0.296,0.353,0.156,0.133,0.15,0.186,4.008,3.568
903,0.32,0.473,0.187,0.104,0.176,0.074,3.061,1.213
904,0.337,0.444,0.144,0.188,0.126,0.295,3.438,2.861
905,0.301,0.393,0.162,0.134,0.18,0.177,4.777,3.551
907,0.367,0.265,0.17,0.132,0.15,0.185,3.383,3.299
908,0.242,0.425,0.142,0.209,0.154,0.152,3.499,2.089
91,0.218,0.309,0.184,0.091,0.196,0.117,4.391,1.589
911,0.397,0.351,0.134,0.125,0.17,0.13,4.009,3.721
913,0.355,0.333,0.139,0.103,0.141,0.239,4.161,2.939
918,0.295,0.32,0.156,0.062,0.181,0.088,4.708,1.163
919,0.339,0.289,0.135,0.127,0.178,0.151,5.194,3.489
923,0.252,0.382,0.132,0.183,0.134,0.182,3.979,2.035
924,0.348,0.4,0.153,0.109,0.129,0.237,3.649,3.63
925,0.366,0.339,0.183,0.129,0.162,0.159,4.859,3.482
926,0.349,0.431,0.155,0.141,0.175,0.172,3.502,3.193
928,0.365,0.273,0.158,0.143,0.117,0.224,3.247,5.299
929,0.257,0.317,0.127,0.186,0.13,0.142,1.708,2.913
93,0.311,0.37,0.229,0.147,0.142,0.156,4.603,4.223
931,0.454,0.315,0.169,0.161,0.13,0.154,3.564,2.906
933,0.27,0.304,0.17,0.099,0.159,0.165,3.739,2.556
934,0.373,0.261,0.164,0.208,0.11,0.217,2.066,3.008
935,0.217,0.224,0.169,0.139,0.17,0.215,2.709,2.757
938,0.236,0.384,0.149,0.145,0.157,0.188,4.118,2.954
94,0.367,0.34,0.192,0.082,0.168,0.075,4.24,2.128
941,0.274,0.398,0.157,0.189,0.183,0.229,3.816,1.99
943,0.338,0.216,0.129,0.15,0.135,0.178,3.645,3.228
944,0.338,0.318,0.126,0.129,0.123,0.2,1.549,4.179
945,0.348,0.243,0.139,0.138,0.105,0.209,2.12,4.25
946,0.311,0.173,0.13,0.141,0.158,0.216,4.299,2.041
947,0.218,0.327,0.157,0.195,0.176,0.163,3.195,1.281
948,0.316,0.239,0.163,0.18,0.184,0.158,3.937,1.47
949,0.183,0.262,0.15,0.152,0.116,0.156,3.659,2.689
95,0.367,0.346,0.189,0.102,0.172,0.117,3.478,2.376
950,0.301,0.326,0.165,0.132,0.172,0.151,3.263,3.703
952,0.242,0.347,0.202,0.128,0.19,0.118,2.868,2.767
953,0.365,0.246,0.158,0.157,0.157,0.185,4.467,4.034
954,0.296,0.197,0.156,0.184,0.145,0.18,3.56,4.808
958,0.285,0.352,0.154,0.128,0.148,0.107,3.932,2.29
961,0.244,0.407,0.152,0.186,0.15,0.192,4.094,1.669
962,0.356,0.39,0.166,0.168,0.19,0.137,3.923,2.065
964,0.175,0.348,0.143,0.156,0.178,0.158,3.744,2.239
965,0.299,0.293,0.142,0.166,0.113,0.257,3.064,4.26
966,0.249,0.44,0.149,0.18,0.124,0.213,3.086,1.51
967,0.353,0.344,0.146,0.089,0.177,0.165,4.576,2.166
968,0.269,0.347,0.137,0.144,0.088,0.203,3.33,3.09
969,0.302,0.39,0.135,0.133,0.141,0.21,3.247,2.865
970,0.259,0.226,0.118,0.11,0.196,0.196,4.516,4.09
972,0.287,0.341,0.153,0.122,0.185,0.227,4.515,4.536
973,0.332,0.321,0.104,0.18,0.152,0.228,4.32,5.168
975,0.403,0.215,0.171,0.169,0.149,0.164,2.633,4.457
98,0.362,0.268,0.112,0.2,0.13,0.248,2.801,2.883
981,0.398,0.277,0.117,0.262,0.082,0.267,2.75,3.893
982,0.303,0.391,0.182,0.122,0.184,0.163,4.509,3.153
985,0.373,0.28,0.131,0.087,0.15,0.305,4.028,4.359
986,0.385,0.278,0.151,0.148,0.145,0.205,3.67,2.994
987,0.372,0.515,0.131,0.185,0.125,0.253,4.336,3.017
989,0.356,0.337,0.153,0.145,0.148,0.184,3.663,3.822
99,0.451,0.274,0.186,0.122,0.17,0.146,3.426,2.167
991,0.348,0.223,0.142,0.151,0.162,0.202,3.974,4.523
992,0.246,0.266,0.189,0.115,0.165,0.186,4.768,3.501
997,0.288,0.312,0.198,0.087,0.214,0.08,3.796,3.128
998,0.352,0.256,0.148,0.205,0.123,0.185,2.832,4.187
999,0.367,0.39,0.165,0.079,0.146,0.093,3.041,1.958
