Img name,Layer2 In,Layer2 Out,Layer5 In,Layer5 Out,Layer8 In,Layer8 Out,Layer11 In,Layer11 Out
269,0.365,0.38,0.147,0.16,0.168,0.136,2.997,3.894
2690,0.28,0.322,0.141,0.135,0.132,0.163,2.904,3.803
2692,0.312,0.335,0.188,0.139,0.163,0.149,3.883,3.484
2693,0.311,0.342,0.165,0.084,0.182,0.155,4.661,3.334
2694,0.416,0.27,0.148,0.175,0.142,0.232,3.481,5.096
2695,0.232,0.206,0.152,0.164,0.171,0.19,3.632,2.673
2696,0.345,0.269,0.149,0.169,0.16,0.206,3.658,4.252
2697,0.321,0.264,0.159,0.139,0.127,0.188,2.493,3.797
2698,0.301,0.34,0.187,0.122,0.314,0.159,4.046,3.795
2699,0.348,0.301,0.16,0.111,0.151,0.187,4.498,3.366
27,0.272,0.383,0.197,0.127,0.151,0.142,3.816,2.543
270,0.385,0.341,0.167,0.151,0.168,0.174,3.769,2.58
2700,0.188,0.264,0.183,0.118,0.207,0.164,4.549,2.645
2701,0.337,0.312,0.187,0.074,0.208,0.133,4.304,2.302
2702,0.361,0.238,0.108,0.145,0.137,0.19,3.29,3.339
2703,0.416,0.264,0.126,0.178,0.13,0.223,3.539,4.338
2704,0.244,0.154,0.131,0.176,0.145,0.192,3.006,3.011
2705,0.368,0.334,0.155,0.121,0.156,0.151,4.226,2.515
2706,0.332,0.269,0.139,0.175,0.119,0.172,3.902,3.902
2707,0.285,0.312,0.181,0.103,0.162,0.193,4.115,2.968
2708,0.231,0.26,0.187,0.132,0.193,0.123,4.44,1.965
2709,0.346,0.21,0.157,0.143,0.156,0.252,3.619,4.127
2710,0.428,0.266,0.162,0.168,0.149,0.279,3.664,4.541
2711,0.345,0.217,0.15,0.151,0.152,0.209,3.315,3.509
2712,0.283,0.175,0.156,0.206,0.165,0.176,3.131,3.627
2713,0.242,0.345,0.162,0.174,0.19,0.195,4.577,2.707
2714,0.323,0.357,0.142,0.17,0.136,0.252,3.192,3.677
2715,0.338,0.344,0.195,0.15,0.202,0.14,3.6,2.224
2716,0.41,0.29,0.128,0.163,0.136,0.249,3.279,4.693
2717,0.317,0.295,0.142,0.173,0.104,0.156,2.393,3.717
2718,0.369,0.291,0.152,0.107,0.138,0.235,3.551,4.273
2719,0.421,0.279,0.15,0.172,0.136,0.238,3.117,4.699
272,0.417,0.354,0.16,0.125,0.194,0.139,3.553,2.509
2720,0.218,0.262,0.132,0.168,0.138,0.206,2.246,2.61
2721,0.271,0.35,0.187,0.114,0.18,0.162,2.458,2.227
2723,0.265,0.256,0.136,0.164,0.137,0.161,3.719,2.921
2726,0.429,0.262,0.119,0.165,0.113,0.191,2.051,4.196
2727,0.28,0.358,0.139,0.135,0.108,0.142,2.931,3.601
2728,0.445,0.237,0.099,0.158,0.073,0.206,2.396,4.295
2729,0.342,0.305,0.137,0.18,0.135,0.147,3.136,3.331
2730,0.327,0.399,0.168,0.151,0.189,0.15,4.823,3.098
2731,0.401,0.249,0.114,0.195,0.129,0.202,2.912,3.831
2732,0.306,0.335,0.142,0.2,0.168,0.193,3.38,2.252
2734,0.26,0.378,0.157,0.176,0.14,0.207,3.257,1.268
2735,0.388,0.274,0.141,0.178,0.095,0.174,2.8,4.489
2736,0.231,0.26,0.119,0.16,0.122,0.156,3.152,2.203
2737,0.353,0.236,0.14,0.153,0.153,0.137,3.84,2.374
2738,0.281,0.423,0.161,0.176,0.154,0.152,3.657,2.118
2739,0.318,0.327,0.151,0.082,0.16,0.15,4.181,1.364
2740,0.284,0.308,0.151,0.172,0.152,0.188,3.899,2.737
2741,0.342,0.173,0.153,0.189,0.149,0.154,3.365,2.957
2742,0.314,0.261,0.145,0.172,0.167,0.13,3.303,2.531
2743,0.264,0.359,0.179,0.154,0.153,0.17,3.627,1.975
2744,0.36,0.206,0.131,0.148,0.135,0.165,3.802,3.523
2745,0.375,0.241,0.149,0.127,0.148,0.177,3.816,3.376
2746,0.398,0.252,0.143,0.126,0.132,0.183,4.043,3.856
2747,0.352,0.342,0.16,0.074,0.17,0.147,4.074,1.101
2748,0.291,0.307,0.141,0.149,0.145,0.159,3.716,2.028
2749,0.305,0.356,0.147,0.152,0.095,0.137,3.151,2.539
275,0.319,0.411,0.163,0.151,0.177,0.152,4.02,2.462
2750,0.348,0.19,0.113,0.149,0.098,0.157,2.616,3.485
2751,0.336,0.224,0.145,0.144,0.159,0.165,3.465,3.133
2752,0.313,0.303,0.104,0.165,0.111,0.157,2.906,3.673
2753,0.317,0.273,0.128,0.164,0.123,0.176,3.302,2.538
2754,0.328,0.279,0.153,0.136,0.183,0.184,3.277,4.363
2755,0.227,0.333,0.174,0.118,0.176,0.155,3.942,3.893
2756,0.364,0.328,0.146,0.161,0.119,0.266,3.705,4.402
2757,0.3,0.332,0.135,0.104,0.118,0.177,3.649,3.537
2758,0.268,0.364,0.167,0.113,0.191,0.106,3.707,1.798
2759,0.338,0.271,0.137,0.13,0.114,0.14,2.795,4.135
2760,0.268,0.213,0.142,0.175,0.102,0.255,2.279,4.555
2761,0.379,0.239,0.141,0.165,0.185,0.153,4.414,2.925
2762,0.397,0.373,0.116,0.128,0.18,0.171,4.801,3.176
2764,0.41,0.222,0.107,0.171,0.162,0.181,1.675,4.17
2765,0.223,0.277,0.116,0.133,0.139,0.195,4.045,3.316
2767,0.266,0.279,0.184,0.116,0.184,0.131,2.751,3.623
2768,0.329,0.477,0.153,0.096,0.179,0.065,3.919,1.318
2769,0.338,0.229,0.125,0.167,0.11,0.195,3.808,3.995
2770,0.25,0.308,0.172,0.128,0.173,0.17,4.136,3.531
2771,0.359,0.248,0.119,0.18,0.109,0.192,3.505,4.046
2772,0.347,0.327,0.134,0.119,0.13,0.224,4.194,3.923
2773,0.333,0.241,0.139,0.159,0.144,0.181,2.679,4.515
2774,0.479,0.228,0.111,0.165,0.088,0.218,2.952,4.405
2776,0.409,0.234,0.107,0.175,0.113,0.231,3.199,3.22
2777,0.199,0.373,0.207,0.124,0.212,0.148,4.384,4.221
2778,0.212,0.293,0.175,0.123,0.22,0.143,3.203,2.288
2779,0.341,0.298,0.236,0.11,0.257,0.155,3.711,3.707
2780,0.307,0.241,0.116,0.164,0.126,0.198,2.382,3.07
2781,0.256,0.31,0.197,0.125,0.252,0.159,3.173,2.998
2782,0.359,0.242,0.156,0.133,0.158,0.165,4.312,4.372
2783,0.215,0.226,0.19,0.15,0.222,0.177,4.662,3.075
2784,0.354,0.299,0.115,0.168,0.104,0.152,2.878,3.426
2785,0.3,0.329,0.158,0.162,0.151,0.149,3.687,2.743
2786,0.289,0.242,0.177,0.142,0.195,0.184,3.217,3.026
2787,0.18,0.281,0.181,0.155,0.161,0.153,4.161,2.102
2788,0.274,0.313,0.141,0.15,0.124,0.136,3.991,2.715
2789,0.324,0.377,0.172,0.167,0.214,0.128,3.767,2.187
2790,0.291,0.304,0.13,0.201,0.118,0.165,2.455,2.974
2791,0.293,0.304,0.177,0.168,0.154,0.149,3.58,2.021
2792,0.296,0.407,0.18,0.134,0.157,0.157,3.603,1.762
2793,0.324,0.293,0.161,0.15,0.155,0.194,4.494,3.221
2794,0.25,0.338,0.157,0.11,0.191,0.132,4.034,1.645
2795,0.371,0.29,0.15,0.153,0.148,0.246,4.633,4.022
2797,0.369,0.277,0.149,0.136,0.126,0.226,3.719,4.0
2798,0.281,0.314,0.149,0.146,0.151,0.194,3.201,2.649
2799,0.413,0.273,0.133,0.192,0.106,0.252,2.93,3.753
28,0.373,0.239,0.165,0.104,0.11,0.161,4.018,3.672
2800,0.257,0.352,0.157,0.152,0.207,0.123,3.644,1.985
2801,0.28,0.243,0.133,0.183,0.164,0.219,3.88,3.836
2802,0.339,0.225,0.141,0.151,0.142,0.205,3.81,4.867
2803,0.357,0.294,0.12,0.147,0.137,0.241,3.775,3.739
2804,0.361,0.262,0.122,0.214,0.119,0.218,3.428,4.906
2805,0.285,0.328,0.198,0.133,0.142,0.149,4.028,3.914
2806,0.39,0.287,0.17,0.152,0.168,0.258,2.885,4.046
2807,0.361,0.222,0.141,0.213,0.13,0.267,2.233,3.383
2808,0.259,0.305,0.137,0.144,0.151,0.158,3.637,2.428
2809,0.288,0.316,0.146,0.129,0.155,0.193,3.629,3.375
2812,0.451,0.259,0.112,0.213,0.102,0.234,2.544,4.142
2813,0.363,0.272,0.237,0.16,0.125,0.163,4.696,3.802
2814,0.393,0.271,0.141,0.106,0.153,0.189,3.996,4.43
2815,0.379,0.264,0.146,0.143,0.136,0.165,4.042,4.494
2816,0.205,0.355,0.144,0.231,0.164,0.187,3.279,1.123
2817,0.223,0.365,0.152,0.216,0.204,0.179,3.859,1.747
2818,0.311,0.317,0.157,0.129,0.178,0.165,4.047,3.579
2819,0.335,0.392,0.176,0.172,0.179,0.166,3.979,1.907
282,0.471,0.26,0.123,0.184,0.095,0.201,2.741,3.615
2820,0.392,0.216,0.131,0.169,0.131,0.214,3.366,4.158
2821,0.324,0.431,0.119,0.173,0.138,0.159,3.845,2.586
2822,0.325,0.227,0.122,0.184,0.13,0.201,2.9,4.203
2823,0.294,0.286,0.142,0.126,0.159,0.167,3.722,2.537
2824,0.332,0.267,0.136,0.181,0.104,0.219,2.311,3.897
2825,0.319,0.419,0.146,0.149,0.17,0.126,5.012,3.029
2826,0.238,0.23,0.182,0.147,0.176,0.171,3.02,2.395
2827,0.289,0.392,0.181,0.155,0.126,0.151,4.819,2.353
2828,0.394,0.257,0.124,0.176,0.094,0.182,2.326,3.952
2829,0.313,0.231,0.141,0.157,0.116,0.151,2.533,3.048
283,0.23,0.361,0.148,0.218,0.133,0.185,2.578,2.284
2831,0.289,0.328,0.135,0.184,0.139,0.264,3.47,2.45
2832,0.313,0.183,0.161,0.158,0.159,0.196,4.014,2.354
2833,0.387,0.302,0.128,0.191,0.084,0.149,2.754,4.812
2835,0.384,0.241,0.107,0.188,0.085,0.174,1.702,3.938
2836,0.27,0.38,0.198,0.124,0.164,0.115,3.674,4.544
2837,0.291,0.35,0.146,0.16,0.121,0.136,2.403,3.161
2838,0.413,0.279,0.127,0.183,0.118,0.204,2.959,3.907
284,0.4,0.269,0.142,0.19,0.202,0.208,3.748,4.456
2840,0.314,0.327,0.172,0.125,0.166,0.169,3.96,2.985
2841,0.259,0.33,0.148,0.098,0.122,0.198,4.498,3.96
2843,0.355,0.295,0.177,0.147,0.188,0.151,3.603,3.707
2844,0.318,0.236,0.14,0.171,0.128,0.214,3.127,4.616
2845,0.282,0.358,0.15,0.116,0.179,0.135,4.628,3.267
2846,0.39,0.277,0.124,0.201,0.103,0.181,2.995,4.034
2847,0.464,0.252,0.095,0.168,0.047,0.21,2.596,4.241
2848,0.23,0.337,0.163,0.115,0.165,0.13,4.48,3.484
2849,0.414,0.263,0.13,0.146,0.088,0.16,2.821,4.133
2850,0.407,0.215,0.118,0.166,0.082,0.17,2.783,4.198
2851,0.308,0.331,0.166,0.121,0.14,0.153,3.389,2.521
2852,0.247,0.329,0.17,0.115,0.154,0.132,3.984,3.459
2853,0.277,0.331,0.156,0.122,0.166,0.143,3.991,2.528
2854,0.364,0.266,0.157,0.114,0.184,0.144,4.166,3.524
2855,0.435,0.354,0.172,0.146,0.159,0.174,3.162,3.225
2856,0.388,0.231,0.135,0.135,0.112,0.191,3.032,4.726
2857,0.315,0.369,0.18,0.085,0.198,0.098,3.947,2.735
2859,0.28,0.432,0.137,0.181,0.136,0.158,2.187,2.499
2860,0.372,0.381,0.224,0.136,0.205,0.156,3.362,3.107
2861,0.36,0.317,0.149,0.141,0.097,0.204,2.931,2.917
2862,0.342,0.327,0.133,0.118,0.129,0.239,4.062,3.09
2863,0.272,0.368,0.163,0.112,0.113,0.195,3.55,2.806
2864,0.391,0.255,0.123,0.21,0.096,0.225,2.564,4.106
2866,0.347,0.398,0.169,0.156,0.212,0.16,3.26,3.406
2867,0.306,0.434,0.198,0.172,0.229,0.153,4.188,2.433
2869,0.454,0.301,0.161,0.13,0.139,0.166,4.111,3.385
2870,0.367,0.313,0.149,0.171,0.104,0.157,2.527,2.93
2871,0.286,0.387,0.156,0.192,0.109,0.167,2.49,2.879
2872,0.26,0.25,0.134,0.182,0.133,0.162,2.521,3.8
2874,0.269,0.33,0.158,0.126,0.165,0.134,4.371,2.732
2875,0.27,0.361,0.169,0.211,0.204,0.184,3.827,2.925
2876,0.211,0.235,0.146,0.172,0.18,0.201,4.009,3.906
2877,0.295,0.252,0.137,0.139,0.174,0.194,4.052,3.877
2879,0.318,0.316,0.14,0.145,0.129,0.157,4.749,3.395
2881,0.278,0.228,0.099,0.196,0.124,0.196,4.819,3.344
2882,0.253,0.353,0.148,0.12,0.18,0.168,4.842,4.014
2883,0.556,0.201,0.122,0.175,0.12,0.22,3.804,4.181
2884,0.269,0.302,0.177,0.187,0.114,0.206,2.535,3.115
2885,0.379,0.305,0.178,0.161,0.179,0.316,4.584,4.328
2886,0.384,0.263,0.168,0.129,0.154,0.153,4.937,3.034
2888,0.352,0.208,0.118,0.189,0.095,0.204,3.216,3.846
2889,0.345,0.355,0.122,0.187,0.116,0.161,2.472,3.138
289,0.361,0.282,0.16,0.162,0.104,0.19,2.415,3.401
2890,0.165,0.123,0.174,0.169,0.164,0.149,2.751,3.286
2892,0.316,0.294,0.139,0.134,0.14,0.277,3.538,4.059
2893,0.207,0.349,0.161,0.145,0.154,0.159,2.599,3.252
2894,0.269,0.425,0.147,0.159,0.188,0.176,3.487,3.891
2896,0.295,0.229,0.149,0.155,0.145,0.146,2.999,2.71
2898,0.322,0.233,0.138,0.141,0.181,0.104,4.088,2.826
2899,0.342,0.213,0.148,0.194,0.149,0.258,4.028,4.85
290,0.34,0.251,0.138,0.158,0.119,0.193,3.108,3.997
2901,0.252,0.458,0.13,0.174,0.166,0.193,3.253,2.115
2902,0.287,0.246,0.175,0.117,0.138,0.172,4.734,3.734
2904,0.389,0.165,0.146,0.139,0.174,0.163,4.037,2.95
2905,0.295,0.346,0.156,0.139,0.173,0.131,4.419,3.764
2906,0.312,0.245,0.179,0.159,0.193,0.187,4.655,3.81
2908,0.447,0.172,0.129,0.176,0.132,0.211,3.665,3.816
2909,0.229,0.438,0.134,0.189,0.132,0.172,3.031,2.277
2910,0.318,0.242,0.118,0.211,0.148,0.196,2.98,2.029
2911,0.258,0.33,0.149,0.169,0.093,0.153,2.125,3.228
2912,0.254,0.305,0.129,0.17,0.139,0.131,3.44,3.242
2913,0.377,0.196,0.145,0.142,0.206,0.203,4.086,4.013
2914,0.312,0.242,0.189,0.122,0.213,0.165,3.953,3.045
2915,0.364,0.222,0.11,0.159,0.134,0.158,3.674,3.422
2916,0.296,0.24,0.134,0.158,0.143,0.17,3.246,2.903
2917,0.314,0.197,0.117,0.178,0.131,0.218,4.385,4.084
2918,0.338,0.363,0.108,0.197,0.13,0.178,3.095,3.54
2919,0.298,0.439,0.145,0.152,0.142,0.167,3.527,3.437
292,0.274,0.406,0.184,0.146,0.186,0.185,3.742,2.649
2920,0.239,0.342,0.229,0.142,0.197,0.189,3.532,3.112
2921,0.232,0.138,0.155,0.149,0.136,0.263,3.271,3.521
2922,0.218,0.291,0.133,0.21,0.16,0.255,2.379,4.101
2923,0.393,0.246,0.125,0.161,0.135,0.177,4.797,3.356
2924,0.41,0.278,0.117,0.216,0.099,0.228,2.506,2.659
2925,0.345,0.351,0.152,0.163,0.114,0.187,2.99,2.646
2926,0.339,0.339,0.161,0.114,0.171,0.115,3.779,3.171
2927,0.361,0.271,0.144,0.133,0.13,0.173,4.399,3.139
2928,0.371,0.315,0.122,0.17,0.074,0.203,3.237,2.235
2929,0.353,0.464,0.172,0.14,0.146,0.111,4.124,2.103
293,0.466,0.332,0.11,0.184,0.107,0.206,2.043,3.83
2930,0.322,0.253,0.145,0.154,0.119,0.192,3.511,4.07
2931,0.278,0.199,0.147,0.132,0.168,0.141,4.281,2.393
2932,0.333,0.257,0.141,0.149,0.16,0.235,4.735,2.899
2933,0.163,0.119,0.187,0.15,0.182,0.182,2.875,3.178
2935,0.317,0.269,0.158,0.206,0.168,0.157,3.348,2.99
2936,0.258,0.193,0.142,0.195,0.104,0.181,3.333,4.088
2937,0.245,0.227,0.166,0.132,0.166,0.185,3.838,3.109
2938,0.191,0.209,0.148,0.115,0.134,0.175,3.668,2.957
2939,0.268,0.214,0.158,0.199,0.249,0.155,4.207,3.9
294,0.38,0.271,0.093,0.179,0.048,0.2,2.417,4.027
2942,0.277,0.271,0.163,0.123,0.15,0.194,3.624,3.702
2943,0.325,0.222,0.15,0.135,0.163,0.226,4.36,3.203
2944,0.381,0.291,0.16,0.16,0.145,0.138,4.412,3.388
2945,0.321,0.346,0.157,0.16,0.125,0.18,2.902,3.309
2947,0.217,0.188,0.163,0.148,0.232,0.153,3.632,3.984
2948,0.301,0.23,0.156,0.105,0.171,0.184,3.675,3.285
2949,0.306,0.302,0.16,0.131,0.16,0.163,3.208,1.147
295,0.321,0.297,0.129,0.121,0.117,0.21,3.805,4.188
2950,0.329,0.293,0.155,0.123,0.165,0.154,3.592,2.953
2951,0.224,0.36,0.14,0.163,0.196,0.19,4.238,1.885
2952,0.352,0.259,0.16,0.132,0.172,0.078,3.144,2.514
2955,0.365,0.356,0.182,0.127,0.16,0.147,4.334,3.494
2957,0.287,0.398,0.155,0.146,0.136,0.204,3.356,3.795
2958,0.258,0.39,0.145,0.158,0.097,0.199,3.562,3.601
296,0.287,0.449,0.155,0.157,0.15,0.167,4.6,2.591
2960,0.259,0.222,0.144,0.194,0.149,0.152,3.768,2.817
2963,0.289,0.2,0.155,0.097,0.14,0.274,4.418,4.149
2964,0.277,0.299,0.128,0.214,0.146,0.206,2.893,2.868
2965,0.396,0.285,0.135,0.199,0.108,0.19,2.226,3.246
2966,0.323,0.284,0.163,0.116,0.204,0.244,4.536,2.696
2967,0.132,0.281,0.154,0.17,0.189,0.159,3.989,1.644
2968,0.205,0.367,0.179,0.117,0.172,0.203,4.766,3.415
2969,0.268,0.316,0.168,0.14,0.191,0.122,4.282,2.585
2970,0.405,0.276,0.138,0.171,0.161,0.157,4.275,3.385
2971,0.392,0.269,0.159,0.048,0.135,0.033,4.181,2.469
2972,0.264,0.241,0.14,0.146,0.138,0.223,3.997,3.128
2973,0.195,0.283,0.182,0.163,0.145,0.201,3.177,2.654
2975,0.312,0.145,0.097,0.189,0.079,0.164,1.773,2.172
2976,0.176,0.183,0.151,0.188,0.156,0.187,2.681,2.664
2977,0.312,0.224,0.122,0.115,0.135,0.215,3.288,4.603
2978,0.262,0.194,0.125,0.172,0.146,0.189,3.632,2.403
2979,0.295,0.347,0.136,0.141,0.134,0.15,3.286,2.398
2980,0.328,0.249,0.184,0.149,0.169,0.208,3.003,3.519
2982,0.347,0.255,0.126,0.13,0.15,0.247,3.615,4.52
2985,0.376,0.276,0.133,0.165,0.199,0.207,3.981,4.904
2986,0.296,0.502,0.117,0.207,0.132,0.2,2.966,3.741
2987,0.263,0.475,0.143,0.167,0.168,0.16,4.087,2.887
2988,0.284,0.295,0.116,0.181,0.139,0.199,3.314,1.854
2989,0.365,0.273,0.14,0.178,0.175,0.172,4.064,2.093
2990,0.198,0.282,0.187,0.103,0.253,0.14,4.522,2.981
2991,0.201,0.354,0.166,0.091,0.175,0.211,4.269,2.476
2994,0.311,0.325,0.149,0.153,0.184,0.143,4.456,3.617
2996,0.298,0.237,0.151,0.082,0.17,0.081,4.841,1.5
2997,0.347,0.254,0.116,0.166,0.169,0.14,4.549,2.143
2998,0.313,0.235,0.185,0.093,0.189,0.154,3.368,2.548
2999,0.276,0.396,0.16,0.106,0.188,0.142,2.887,3.201
3,0.34,0.366,0.227,0.121,0.142,0.141,4.969,3.674
3000,0.287,0.412,0.103,0.141,0.187,0.214,3.63,2.684
3002,0.322,0.259,0.192,0.178,0.179,0.156,2.675,3.715
3005,0.315,0.457,0.158,0.17,0.166,0.195,2.875,3.914
3006,0.241,0.407,0.166,0.165,0.187,0.193,3.621,1.59
3008,0.2,0.283,0.146,0.161,0.173,0.159,3.452,3.269
301,0.343,0.17,0.154,0.147,0.15,0.148,3.246,4.186
3011,0.245,0.254,0.175,0.129,0.245,0.178,4.646,4.07
3014,0.193,0.282,0.143,0.146,0.183,0.156,3.465,2.91
3015,0.273,0.339,0.181,0.164,0.174,0.283,3.425,3.491
3017,0.311,0.307,0.149,0.135,0.145,0.218,3.741,2.401
3019,0.434,0.252,0.167,0.149,0.151,0.211,3.026,3.808
302,0.28,0.314,0.167,0.159,0.144,0.201,3.157,2.651
3020,0.431,0.3,0.118,0.152,0.178,0.208,3.831,3.465
3021,0.326,0.367,0.144,0.119,0.17,0.114,3.277,3.286
3023,0.339,0.31,0.147,0.165,0.145,0.193,3.42,3.218
3024,0.323,0.227,0.178,0.059,0.186,0.088,2.951,3.157
3025,0.324,0.255,0.138,0.17,0.125,0.165,2.516,3.156
3026,0.287,0.421,0.202,0.125,0.164,0.119,3.753,3.438
3028,0.26,0.301,0.172,0.14,0.126,0.185,2.553,4.111
3029,0.298,0.312,0.15,0.099,0.14,0.123,3.38,1.424
303,0.349,0.278,0.156,0.136,0.131,0.186,4.006,3.912
3031,0.391,0.282,0.121,0.201,0.116,0.2,3.714,2.231
3033,0.245,0.271,0.157,0.081,0.17,0.15,4.662,4.229
3035,0.389,0.254,0.129,0.197,0.119,0.204,2.825,3.504
3037,0.32,0.335,0.157,0.19,0.168,0.155,2.2,3.958
3038,0.41,0.356,0.174,0.13,0.196,0.12,3.828,3.104
3039,0.332,0.343,0.153,0.175,0.231,0.138,4.486,2.431
3041,0.244,0.18,0.166,0.127,0.191,0.199,4.3,3.366
3042,0.291,0.417,0.191,0.153,0.156,0.16,3.091,2.348
3043,0.25,0.21,0.162,0.131,0.164,0.208,3.546,3.08
3044,0.293,0.375,0.132,0.162,0.116,0.167,3.773,2.603
3045,0.405,0.311,0.148,0.144,0.15,0.17,3.224,3.285
3046,0.203,0.346,0.164,0.173,0.136,0.147,4.356,2.541
3047,0.34,0.371,0.131,0.138,0.156,0.198,3.994,4.266
3048,0.207,0.287,0.202,0.127,0.223,0.147,4.51,2.135
3049,0.431,0.302,0.184,0.151,0.16,0.184,2.957,3.554
305,0.448,0.277,0.133,0.196,0.108,0.24,3.638,4.471
3052,0.208,0.229,0.159,0.14,0.182,0.192,4.038,4.008
3053,0.309,0.248,0.135,0.164,0.212,0.212,4.691,4.736
3054,0.42,0.293,0.115,0.157,0.144,0.158,2.574,3.29
3057,0.362,0.222,0.155,0.164,0.178,0.22,3.905,4.284
3058,0.239,0.17,0.142,0.168,0.145,0.236,3.088,3.278
3059,0.309,0.216,0.171,0.127,0.167,0.164,4.06,2.968
306,0.329,0.274,0.121,0.117,0.254,0.138,4.874,2.678
3060,0.201,0.263,0.131,0.176,0.118,0.155,2.746,3.857
3061,0.294,0.179,0.166,0.128,0.175,0.179,3.709,3.624
3063,0.265,0.245,0.166,0.14,0.21,0.148,4.424,2.536
3064,0.276,0.318,0.153,0.164,0.145,0.122,3.322,2.622
3065,0.143,0.157,0.117,0.249,0.148,0.174,2.973,4.557
3066,0.192,0.273,0.153,0.117,0.157,0.226,3.375,3.522
3067,0.274,0.302,0.138,0.125,0.214,0.178,3.774,3.588
3068,0.268,0.397,0.176,0.181,0.163,0.183,3.371,2.134
3069,0.388,0.239,0.143,0.148,0.138,0.202,3.491,4.669
307,0.339,0.396,0.204,0.071,0.213,0.076,3.536,1.46
3070,0.247,0.291,0.206,0.134,0.183,0.177,4.08,3.831
3071,0.274,0.402,0.119,0.181,0.177,0.152,3.135,2.375
3072,0.262,0.19,0.132,0.16,0.146,0.2,2.879,3.402
3073,0.415,0.333,0.145,0.144,0.116,0.18,1.849,2.793
3076,0.27,0.335,0.158,0.114,0.227,0.122,3.779,3.264
3077,0.217,0.366,0.124,0.152,0.16,0.18,2.627,2.296
3078,0.196,0.365,0.153,0.205,0.155,0.244,2.457,2.334
3079,0.338,0.25,0.165,0.157,0.144,0.208,3.387,3.824
3080,0.329,0.296,0.155,0.165,0.132,0.167,3.21,3.872
3081,0.33,0.21,0.131,0.176,0.167,0.186,3.121,2.911
3082,0.33,0.323,0.151,0.163,0.115,0.157,2.684,2.201
3083,0.368,0.249,0.143,0.16,0.161,0.21,4.091,3.77
3084,0.36,0.366,0.188,0.132,0.182,0.164,3.247,2.267
3086,0.314,0.389,0.15,0.147,0.14,0.125,3.808,3.275
3087,0.282,0.429,0.104,0.175,0.119,0.153,3.278,2.796
3088,0.351,0.35,0.112,0.175,0.12,0.247,3.813,2.894
309,0.256,0.352,0.174,0.155,0.17,0.17,3.307,2.976
3091,0.346,0.268,0.162,0.109,0.153,0.219,3.473,3.57
3093,0.155,0.191,0.171,0.201,0.158,0.17,2.634,1.734
3094,0.158,0.177,0.124,0.173,0.138,0.195,3.131,2.369
3096,0.319,0.368,0.138,0.113,0.128,0.194,3.361,2.38
3097,0.245,0.269,0.147,0.143,0.202,0.169,3.005,2.622
3099,0.323,0.241,0.131,0.153,0.129,0.286,3.707,4.244
3100,0.296,0.326,0.102,0.155,0.155,0.166,2.369,2.219
3101,0.33,0.343,0.155,0.118,0.169,0.167,4.337,2.393
3102,0.363,0.348,0.159,0.08,0.212,0.088,4.942,1.861
3104,0.377,0.324,0.164,0.095,0.171,0.17,4.112,2.475
3105,0.315,0.332,0.203,0.145,0.257,0.209,4.925,1.75
3106,0.256,0.214,0.162,0.196,0.169,0.159,3.168,1.434
3107,0.318,0.271,0.124,0.128,0.122,0.174,3.697,3.592
3108,0.287,0.19,0.144,0.187,0.124,0.202,3.317,4.174
3109,0.333,0.476,0.151,0.187,0.125,0.188,2.265,2.26
311,0.414,0.308,0.193,0.13,0.165,0.168,4.832,3.632
3111,0.441,0.32,0.148,0.127,0.133,0.221,3.208,3.476
3112,0.348,0.312,0.154,0.121,0.143,0.22,4.259,4.209
3113,0.3,0.316,0.146,0.166,0.127,0.162,2.601,3.701
3114,0.267,0.349,0.153,0.187,0.137,0.209,2.489,1.486
3115,0.324,0.233,0.17,0.167,0.145,0.171,3.532,3.203
3116,0.318,0.463,0.169,0.153,0.158,0.196,2.977,1.467
3117,0.347,0.287,0.15,0.135,0.156,0.12,3.525,2.738
3119,0.28,0.213,0.121,0.123,0.175,0.149,3.758,2.32
3120,0.338,0.281,0.156,0.067,0.17,0.1,4.813,1.174
3121,0.408,0.281,0.14,0.212,0.124,0.211,2.661,3.436
3123,0.341,0.313,0.12,0.151,0.129,0.216,3.582,4.222
3124,0.353,0.326,0.128,0.154,0.17,0.089,3.727,2.056
3125,0.33,0.32,0.136,0.145,0.172,0.143,3.369,2.465
3126,0.353,0.266,0.125,0.152,0.108,0.222,3.552,4.854
3128,0.384,0.36,0.177,0.158,0.223,0.142,3.285,2.107
3129,0.301,0.372,0.161,0.11,0.155,0.155,3.966,3.04
313,0.393,0.354,0.212,0.103,0.194,0.162,3.356,4.286
3130,0.319,0.306,0.168,0.145,0.162,0.215,4.418,3.857
3131,0.274,0.274,0.149,0.131,0.206,0.198,4.594,3.378
3132,0.336,0.335,0.147,0.187,0.126,0.284,3.991,4.031
3133,0.243,0.204,0.157,0.201,0.149,0.189,2.245,1.216
3134,0.245,0.235,0.13,0.092,0.153,0.23,4.271,4.535
3135,0.196,0.33,0.156,0.172,0.205,0.149,3.916,2.413
3136,0.276,0.148,0.155,0.189,0.147,0.179,3.867,2.303
3137,0.266,0.189,0.139,0.181,0.2,0.145,2.346,2.087
3138,0.351,0.314,0.133,0.197,0.151,0.17,4.056,3.585
3141,0.326,0.256,0.151,0.139,0.136,0.205,4.294,3.352
3142,0.155,0.246,0.164,0.176,0.145,0.179,2.861,1.75
3143,0.251,0.289,0.171,0.175,0.122,0.161,3.201,2.219
